Sigma,Alpha,Seed,Cost_Saving,Peak_Reduction,SLA
0.5,0.5,2,87.83169864492874,85.50538195720586,100.0
0.5,0.5,3,93.59998538768527,92.39342847880143,100.0
0.5,0.5,5,86.3066562535387,89.27136863766522,100.0
0.5,0.5,9,97.36037642475362,93.82199690590261,100.0
0.5,0.5,4,88.43312525386105,91.57452607996622,100.0
0.5,0.5,1,98.09462379301405,93.83384157744433,100.0
0.5,0.5,6,87.17936892521223,88.13580099292719,100.0
0.5,0.5,7,88.82475906869192,95.47349924902205,100.0
0.5,0.5,12,94.49554717631806,74.04232013377732,100.0
0.5,0.5,10,95.15849584870627,92.70774603106538,100.0
0.5,0.5,8,98.95335358769859,90.87602909029778,100.0
0.5,0.5,11,95.94743366713645,92.42028662429202,100.0
0.5,0.5,14,98.04243685867235,91.88261441075058,100.0
0.5,0.5,13,88.5592003950133,93.75372560700959,100.0
0.5,0.5,15,98.15574047795555,90.28935203059932,100.0
0.5,0.5,17,98.18622959425912,93.14628803792527,100.0
0.5,0.5,18,87.50375358234736,85.2829762097054,100.0
0.75,0.5,2,87.83169864492874,85.50538195720586,100.0
0.5,0.5,16,90.24491007296251,87.89213307599053,100.0
0.75,0.5,3,93.59998538768527,92.39342847880143,100.0
0.5,0.5,19,88.47654072654416,91.95407862825921,100.0
0.75,0.5,5,86.3066562535387,89.27136863766522,100.0
0.75,0.5,9,97.36037642475362,93.82199690590261,100.0
0.75,0.5,4,88.43312525386105,91.57452607996622,100.0
0.75,0.5,1,98.09462379301405,93.83384157744433,100.0
0.75,0.5,7,88.82475906869192,95.47349924902205,100.0
0.75,0.5,6,87.17936892521223,88.13580099292719,100.0
0.75,0.5,12,94.49554717631806,74.04232013377732,100.0
0.75,0.5,8,98.95335358769859,90.87602909029778,100.0
0.75,0.5,11,95.94743366713645,92.42028662429202,100.0
0.75,0.5,10,95.15849584870627,92.70774603106538,100.0
0.75,0.5,14,98.04243685867235,91.88261441075058,100.0
0.75,0.5,15,98.15574047795555,90.28935203059932,100.0
0.75,0.5,13,88.5592003950133,93.75372560700959,100.0
0.75,0.5,17,98.18622959425912,93.14628803792527,100.0
0.75,0.5,18,87.50375358234736,85.2829762097054,100.0
0.75,0.5,19,88.47654072654416,91.95407862825921,100.0
0.75,0.5,16,90.24491007296251,87.89213307599053,100.0
