Sigma,Alpha,Seed,Cost_Saving,Peak_Reduction,SLA,Smart_Breach_Count,Smart_Breach_Energy,Open_Breach_Count,Open_Breach_Energy,Smart_Peak,Open_Peak,Smart_Cost,Open_Cost,Smart_Energy,Open_Energy
0.5,0.01,18,53.94604045392754,50.221739105718,94.42484734502816,5,5.768120669639422,8,24.88610095775853,9.00331456,18.086840315938407,5.157815827926397,11.199505707574414,57.55008033761904,31.595712669898873
0.0,0.05,5,28.313899696125766,50.5476633013474,96.64828238291089,3,0.7659148104322839,7,13.041492891399795,5.717429141986051,11.561494407890802,5.415199737974771,7.554044249889417,58.204964156311235,35.41746021993941
0.75,0.01,13,34.11751797438022,16.658636626079907,94.25387435044571,2,4.21832543,9,26.591024525083018,12.7734769,15.32669539216728,7.352763958305065,11.16042342704361,59.38820051083037,44.495005760276115
0.75,0.01,10,37.58587828059633,65.92375668319947,94.41209122956482,6,2.0886139315482617,10,29.854110048841942,6.37039802,18.694543177120757,6.884107875632461,11.029728026265392,62.74181913999524,43.64029142238135
0.0,0.05,9,37.26415274979135,66.4525608028881,96.39773157364895,3,0.6544018587176343,6,20.277453636593368,5.592499792686336,16.670422322928886,3.947684062764549,6.292549213562139,60.922291543796554,27.85621088793636
0.75,0.01,16,43.98195002219634,25.230258213209737,95.05396456297994,4,1.809905586694316,10,18.92450017883948,8.18841405,10.95150772801875,5.852890473671359,10.448222449711267,57.467779354933775,37.42272405229936
0.0,0.05,8,45.465365533019394,52.30749139771821,97.01298045924827,1,0.33525424784121594,6,12.62598564897865,5.670508495682432,11.889725791046214,5.309644019288902,9.736278735862367,55.25177255647572,32.13184171403433
0.75,0.01,17,27.498138815134183,12.151741955027928,95.36002993070568,4,6.863663175000001,9,25.87487752158855,11.340959970000002,12.909715254904924,6.65970735864858,9.185567445872328,64.93001959798212,43.57338377332803
0.5,0.01,6,14.79880152331828,58.13853526535513,92.72636116499476,13,10.248326298659515,10,41.658390295074966,9.13605718,21.82450432136678,10.067378318887913,11.81600552443309,75.6813305678362,59.29946364344911
0.5,0.01,7,19.34377337133023,61.22641041363907,93.93248853316912,17,15.254621125449999,5,47.24735001769402,12.3771031,31.921478594166047,9.748993018865406,12.087092871017182,83.18084487018412,57.20570658101543
0.0,0.05,14,95.73006089407741,-9.726076986152709,100.0,1,0.2565975279218202,1,0.012253790199479475,5.5131950558436404,5.024507580398959,0.13376671701293397,3.132754676229311,32.40361630303393,7.429660091921379
0.0,0.05,11,50.29888275868447,71.01898305075677,97.64923221571837,1,0.07609401904689239,6,21.218829558107984,5.152188038093785,17.77780278420603,3.3658184748854767,6.772118337990881,52.31276997664687,24.35119029125366
0.75,0.01,18,59.06911375844571,36.32238871567412,94.3696256601651,5,6.121349080511133,8,24.88610095775853,11.517267869999998,18.086840315938407,4.584056940783663,11.199505707574414,63.294554967781856,31.595712669898873
0.0,0.05,15,67.1872181901643,55.870304116962245,98.83857304956287,0,0.0,5,11.468696502879357,4.945585497385572,11.206933105755935,1.3690641311931175,4.172350089448185,39.58662158838478,12.109678016523349
0.0,0.05,19,29.502353189461335,71.7021881792023,98.05575140953651,0,0.0,6,22.89384231271379,4.998268359596125,17.66309137698982,5.423248636334336,7.692808032173376,58.662047763030856,33.25453606014231
0.0,0.05,18,51.595830012350596,66.45066001460891,94.66787369011989,4,1.3659169191903153,8,24.88610095775853,6.068015550208959,18.086840315938407,5.4210277804708165,11.199505707574414,69.36607130196847,31.595712669898873
0.75,0.01,6,11.897564663101594,33.33792334629813,94.0383719276644,15,16.249796776702713,10,41.658390295074966,14.5486678,21.82450432136678,10.410188626568006,11.81600552443309,85.58274084455967,59.29946364344911
0.1,0.05,5,26.499090816191373,41.096357601158545,96.99213777455091,2,1.1068774780880162,7,13.041492891399795,6.81014132198605,11.561494407890802,5.552291203815938,7.554044249889417,59.59166693335344,35.41746021993941
0.0,0.05,16,36.6045309495461,51.23783240085971,96.19838320157555,2,0.26773612287326154,10,18.92450017883948,5.340192552969304,10.95150772801875,6.623699629429282,10.448222449711267,72.26792340600238,37.42272405229936
0.0,0.05,17,25.548782674270225,60.861128148583546,95.43374709786158,1,0.02635845499999956,9,25.87487752158855,5.052716909999999,12.909715254904924,6.838766781727893,9.185567445872328,65.01427062013063,43.57338377332803
0.0,0.05,12,46.38751427855712,49.474922890772895,98.36834333761719,2,0.25427296454898274,8,11.699407851356531,5.472040870895396,10.830346402175145,5.076212776694712,9.468340645627679,62.72654167363392,28.672479462019957
0.75,0.01,7,15.145955308130187,61.090072744092794,93.71710142967572,17,19.653555086949996,5,47.24735001769402,12.4206241,31.921478594166047,10.25638718672073,12.087092871017182,85.44204597941201,57.20570658101543
0.1,0.05,8,48.21580082634203,60.12423550352203,97.34341770188094,0,0.0,6,12.62598564897865,4.7411190557145915,11.889725791046214,5.041853972681476,9.736278735862367,56.183054921325265,32.13184171403433
0.1,0.05,9,36.83637553809177,60.175872973461466,96.55787490064428,5,1.242053028733186,6,20.277453636593368,6.638850161743635,16.670422322928886,3.974602154335149,6.292549213562139,60.12101694505722,27.85621088793636
0.1,0.05,14,95.21933720056215,-9.726076986152709,100.0,1,0.2565975279218202,1,0.012253790199479475,5.5131950558436404,5.024507580398959,0.14976643740414453,3.132754676229311,32.63246565850466,7.429660091921379
